congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,senate,U000039,Udall,NM,,D,43,0.209302326,0.29602252,-8.2132684
0,senate,V000128,Van Hollen,MD,,Democrat,128,0.2265625,0.21474704,-26.41643951
115,senate,V000128,Van Hollen,MD,,D,83,0.253012048,0.23939451,-26.41643951
116,senate,V000128,Van Hollen,MD,,D,43,0.186046512,0.1767241,-26.41643951
117,senate,V000128,Van Hollen,MD,,D,2,0,0.00937037,-26.41643951
0,senate,W000437,Wicker,MS,,Republican,129,0.906976744,0.7796231,17.82624982
115,senate,W000437,Wicker,MS,,R,84,0.964285714,0.82218948,17.82624982
116,senate,W000437,Wicker,MS,,R,43,0.837209302,0.72882901,17.82624982
117,senate,W000437,Wicker,MS,,R,2,0,0.08390794,17.82624982
0,senate,W000779,Wyden,OR,,Democrat,129,0.186046512,0.32300453,-10.97781682
115,senate,W000779,Wyden,OR,,D,84,0.19047619,0.35961111,-10.97781682
116,senate,W000779,Wyden,OR,,D,43,0.186046512,0.26548858,-10.97781682
117,senate,W000779,Wyden,OR,,D,2,0,0.0221209,-10.97781682
0,senate,W000802,Whitehouse,RI,,Democrat,127,0.228346457,0.27700335,-15.50854907
115,senate,W000802,Whitehouse,RI,,D,84,0.273809524,0.30989164,-15.50854907
116,senate,W000802,Whitehouse,RI,,D,41,0.146341463,0.22228725,-15.50854907
117,senate,W000802,Whitehouse,RI,,D,2,0,0.01737494,-15.50854907
0,senate,W000805,Warner,VA,,Democrat,129,0.348837209,0.4012236,-5.32370582
115,senate,W000805,Warner,VA,,D,84,0.44047619,0.44420349,-5.32370582
116,senate,W000805,Warner,VA,,D,43,0.186046512,0.33455063,-5.32370582
117,senate,W000805,Warner,VA,,D,2,0,0.0295371,-5.32370582
0,senate,W000817,Warren,MA,,Democrat,116,0.155172414,0.21559898,-27.19670645
115,senate,W000817,Warren,MA,,D,84,0.130952381,0.23288072,-27.19670645
116,senate,W000817,Warren,MA,,D,30,0.233333333,0.18098683,-27.19670645
117,senate,W000817,Warren,MA,,D,2,0,0.00894792,-27.19670645
0,senate,Y000064,Young,IN,,Republican,129,0.821705426,0.79330107,19.16519376
115,senate,Y000064,Young,IN,,R,84,0.928571429,0.83481105,19.16519376
116,senate,Y000064,Young,IN,,R,43,0.651162791,0.7449918,19.16519376
117,senate,Y000064,Young,IN,,R,2,0,0.088531,19.16519376
